Petfinder-ID,Name,Size,Gender,Age,Color,Breed
69801347,Leo,Medium,Male,Adult,Brown,Ibizan Hound
69801348,Babbette,Large,Female,Adult,Yellow,Bull Terrier
69801349,Malcolm,Medium,Male,Adult,Red,Australian Shepherd
69801375,Luke,Small,Male,Adult,Golden,Dachshund
69801378,Maverick,Medium,Male,Adult,,Siberian Husky
69801379,Magnolia,Medium,Female,Adult,,Basenji
69801388,Gracie,Small,Female,Senior,Brown,Parson Russell Terrier
69801389,54838602,Large,Male,Adult,,Bull Terrier
69801391,Victor,Medium,Male,Young,,Australian Shepherd
69801402,Lucy,Large,Female,Adult,,Labrador Retriever
69801407,SOPHIE,Medium,Female,Young,Brindle,Plott
69801408,Bandit ,Medium,Male,Adult,Black,Australian Shepherd
69801410,Rugrat,Small,Male,Baby,Tricolor,Beagle
69801412,Vesper,Medium,Female,Baby,,Greyhound
69801413,RICKY,Large,Male,Baby,White,Ibizan Hound
69801416,SERENA - FOSTER OR FOSTER TO ADOPT HOME NEEDED,Medium,Female,Young,Black,Australian Shepherd
69801418,BROWNIE,Large,Female,Adult,Red,American Staffordshire Terrier
69801419,Milu,Medium,Female,Baby,,Greyhound
69801420,CADEN - FOSTER OR FOSTER TO ADOPT HOME NEEDED,Large,Male,Adult,Black,Alaskan Malamute
69801421,Cooper (happy happy pup!),Large,Male,Young,Tricolor,Beagle
69801425,Callie,Small,Female,Baby,Bicolor,Parson Russell Terrier
69801433,Doc,Medium,Female,Baby,,Ibizan Hound
69801434,Delta,Medium,Female,Adult,White,Basset Hound
69801437,Oreo aka Zeta,Medium,Female,Adult,Brindle,Bull Terrier
69801438,Happy,Medium,Female,Baby,,Ibizan Hound
69801440,Gatsby,Large,Male,Adult,Black,Bulldog
69801441,Rex,Medium,Male,Baby,,Greyhound
69801445,Patton (Foster-to-Adopt),Small,Male,Baby,Yellow,Parson Russell Terrier
69801449,Tito,Medium,Male,Baby,,Greyhound
69801450,Garrison (Foster-to-Adopt),Small,Male,Baby,Yellow,Parson Russell Terrier
69801451,Snickers,Medium,Male,Young,Brown,Labrador Retriever
69801456,Clefty,Large,Male,Senior,Tricolor,American English Coonhound
69801462,Potato*,Medium,Male,Baby,Yellow,Labrador Retriever
69801469,Soren,Small,Male,Baby,Tricolor,Beagle
69801479,Sarge (Foster-to-Adopt),Small,Male,Baby,Yellow,Parson Russell Terrier
69801484,Dixie,Medium,Female,Adult,White,Boxer
69801485,Ruthy,Small,Female,Young,,Chihuahua
69801492,Merlin,Small,Male,Adult,White,Parson Russell Terrier
69801495,Tammy,Medium,Female,Young,White,Bull Terrier
69801500,Buttons,Medium,Male,Adult,Brown,Bull Terrier
69801511,Max,Medium,Male,Baby,,Greyhound
69801514,Teddy,Small,Male,Baby,Apricot,Cavalier King Charles Spaniel
69801519,Bea Arthur (Foster-to-Adopt),Small,Female,Baby,Black,Parson Russell Terrier
69801522,Chica,Small,Female,Young,Bicolor,Pug
69801532,Daisy Mae,Medium,Female,Adult,,Bull Terrier
69801533,Dozer,Medium,Male,Adult,,Labrador Retriever
69801536,Antony,Medium,Male,Baby,,Greyhound
69801542,Elsie Ott (Foster-to-Adopt),Small,Female,Baby,Black,Parson Russell Terrier
69801543,Grace,Medium,Female,Adult,White,American Staffordshire Terrier
69801552,Rolo,Medium,Female,Young,Brindle,Bull Terrier
69801554,Bartholomew,Small,Male,Baby,Tricolor,Beagle
69801557,Honey,Large,Female,Adult,Brown,Labrador Retriever
69801566,Mr. Noodle,Small,Male,Baby,Black,Chihuahua
69801571,Desiree,Small,Female,Adult,Black,Cocker Spaniel
69801574,Annie,Small,Female,Young,White,Pomeranian
69801582,Dolce,Medium,Female,Baby,White,Labrador Retriever
69801585,Savannah,Medium,Female,Baby,Apricot,Collie
69801589,Cookie,Large,Female,Adult,Apricot,Australian Shepherd
69801596,Taylor,Small,Female,Baby,Black,Parson Russell Terrier
69801598,Bashful (Snow White and 7 Dwarfs Litter),Small,Male,Baby,Black,Parson Russell Terrier
69801599,Doc (Snow White and 7 Dwarfs Litter),Small,Male,Baby,Black,Parson Russell Terrier
69801600,Sneezy (Snow White and 7 Dwarfs Litter),Small,Male,Baby,White,Parson Russell Terrier
69801601,Happy (Snow White and 7 Dwarfs Litter),Small,Male,Baby,Black,Parson Russell Terrier
69801602,Grumpy (Snow White and 7 Dwarfs Litter),Small,Male,Baby,White,Parson Russell Terrier
69801614,Princess,Medium,Female,Adult,Apricot,Soft-Coated Wheaten Terrier
69801616,Zander,Small,Male,Baby,Tricolor,Beagle
69801617,Marshall,Medium,Male,Adult,Gray,Bull Terrier
69801621,Gabriel,Large,Male,Adult,,Border Collie
69801625,Boone ,Large,Male,Young,Gray,Weimaraner
69801629,Misty,Medium,Female,Adult,,Bernese Mountain Dog
69801645,BRADY,Large,Male,Young,,Alaskan Malamute
69801646,Autumn,Large,Female,Senior,Yellow,Labrador Retriever
69801657,Heavy Cream,Medium,Male,Young,White,Siberian Husky
69801663,LUCKY,Large,Male,Adult,,Bulldog
69801667,CHIEF,Extra Large,Male,Senior,,German Shepherd
69801673,NOAH,Medium,Male,Young,,Bull Terrier
69801684,Sissy (Chi 7),Small,Female,Adult,Brown,Chihuahua
69801688,River,Large,Female,Young,,Collie
69801692,Buddy,Medium,Male,Baby,,Poodle
69801696,Lexi ,Medium,Female,Adult,Apricot,Airedale Terrier
69801701,Ruffles,Small,Female,Baby,Gray,Chihuahua
69801710,Brexxleigh,Medium,Female,Baby,Apricot,Poodle
69801715,M'Kay-Leigh,Medium,Female,Baby,White,Poodle
69801716,Knight in Shining Armor,Medium,Male,Young,Black,Labrador Retriever
69801720,Aliviyah,Medium,Female,Baby,White,Poodle
69801722,Mandy,Small,Female,Young,,Chihuahua
69801724,Apple Jacks,Medium,Male,Young,,Flat-Coated Retriever
69801725,Mhavrych,Medium,Male,Baby,White,Poodle
69801727,Ken,Large,Male,Adult,,Bull Terrier
69801730,Yoshinobu,Large,Male,Adult,,Bull Terrier
69801741,Teresa,Large,Female,Adult,,Bull Terrier
69801742,Randy Bravo,Large,Male,Young,,Bull Terrier
69801743,Barbie,Large,Female,Adult,,Bull Terrier
69801746,Sssst,Medium,Male,Baby,White,Poodle
69801750,Xandarr,Medium,Male,Baby,White,Poodle
69801756,Luke,Small,Male,Adult,White,West Highland White Terrier
69801757,Enzo,Small,Male,Senior,Black,Yorkshire Terrier
69801766,Tilde,Medium,Male,Baby,,Shiba Inu
69801774,Flannel,Medium,Female,Baby,Brown,American English Coonhound
69801775,Sage,Large,Female,Baby,Black,German Shepherd
69801785,Cinnamon,Large,Female,Baby,Black,German Shepherd
69801786,Bear,Medium,Male,Baby,Gray,Bull Terrier
69801802,Nutmeg,Large,Female,Baby,Black,German Shepherd
69801807,Rylon,Small,Male,Adult,,Papillon
69801808,Jake,Large,Male,Baby,Bicolor,Belgian Sheepdog
69801812,Wonder Boy,Medium,Male,Adult,Apricot,Bull Terrier
69801817,Snickerdoodle,Medium,Female,Baby,Black,Border Collie
69801820,Tilly,Medium,Female,Senior,,Bull Terrier
69801822,NOBLE,Large,Female,Adult,,Mastiff
69801829,Abbie,Medium,Female,Adult,Black,Australian Shepherd
69801832,Ghost,Large,Male,Baby,Apricot,Great Pyrenees
69801835,Gravy,Small,Male,Young,Black,Pug
69801840,Tilly,Large,Female,Young,Tricolor,Ibizan Hound
69801848,Baby Girl,Small,Male,Adult,,Standard Schnauzer
69801856,Bonnie-Bonded Pair,Small,Female,Young,Black,Dachshund
69801857,Deacon- Bonded Pair,Small,Male,Young,Brown,Dachshund
69801858,Lilly,Medium,Female,Adult,,Australian Shepherd
69801859,Elvis ,Large,Male,Young,Bicolor,German Shepherd
69801869,Franklin,Medium,Male,Adult,White,Beagle
69801875,Tree: Cedar,Large,Female,Baby,,Siberian Husky
69801881,Jake,Medium,Male,Adult,Tricolor,Beagle
69801886,Mocha,Large,Female,Young,Brown,Labrador Retriever
69801893,Daisy,Small,Female,Adult,Apricot,Dachshund
69801903,Pink,Medium,Female,Adult,,Greyhound
69801918,Bella,Large,Female,Senior,Brown,Bull Terrier
69801927,Kate,Medium,Female,Baby,Black,Siberian Husky
69801935,Marigold,Extra Large,Female,Adult,,Great Dane
69801936,Aten,Medium,Female,Adult,,Bulldog
69801946,damon,Large,Male,Adult,White,Siberian Husky
69801948,Milo,Small,Male,Adult,Brown,Chihuahua
69801950,Kelly,Medium,Female,Baby,Black,Siberian Husky
69801957,Jim,Medium,Male,Adult,,Bull Terrier
69801960,Flint / JoJo,Small,Male,Adult,,Australian Shepherd
69801961,Jade,Medium,Female,Baby,Brown,Australian Shepherd
69801962,Tommie,Large,Male,Young,White,Bulldog
69801963,Shelby,Small,Male,Baby,Brown,Dachshund
69801971,Jameela,Medium,Female,Baby,Brown,Australian Shepherd
69801972,Jasmine,Medium,Female,Baby,Brown,Australian Shepherd
69801984,Buddy,Medium,Male,Adult,Brindle,German Shepherd
69801985,Karma,Small,Female,Senior,,Chihuahua
69801987,Pete,Small,Male,Adult,Tricolor,Toy Fox Terrier
69801988,Tapioca/ the pointer lab!,Medium,Female,Young,Brown,Pointer
69802012,Mae,Small,Female,Adult,Black,Dachshund
69802058,Winston,Medium,Male,Baby,Black,Rottweiler
69802059,54838647,Large,Female,Adult,,Doberman Pinscher
69802060,54839504,Small,Male,Adult,,Parson Russell Terrier
69802061,George,Large,Male,Adult,,Labrador Retriever
69802062,Luna,Medium,Female,Young,,Bull Terrier
69802063,54839502,Small,Female,Adult,,Parson Russell Terrier
69802065,54839531,Large,Male,Adult,,Doberman Pinscher
69802066,54839528,Large,Male,Adult,,Doberman Pinscher
69802091,Sammy,Medium,Male,Adult,,Australian Shepherd
69802105,Layla,Medium,Female,Young,Black,Border Collie
69802119,Sir Sniff,Medium,Male,Adult,Black,Pointer
69802129,Chevy Chase loves vacation!,Medium,Male,Young,Yellow,Pug
69802137,Cozumel,Small,Male,Senior,,Shih Tzu
69802138,Ralphie,Small,Male,Adult,Golden,Golden Retriever
69802143,Riley ,Medium,Female,Adult,Black,Australian Shepherd
69802147,Noodle,Large,Female,Baby,,Australian Cattle Dog
69802154,Tazz,Medium,Male,Adult,,American English Coonhound
69802163,Happy!!,Large,Male,Young,,Siberian Husky
69802173,Kettle,Medium,Male,Young,Black,Boston Terrier
69802173,Kettle,Medium,Male,Young,Black,Boston Terrier
69802174,Magic,Medium,Female,Young,White,Australian Cattle Dog
69802175,Snugs,Medium,Male,Adult,Yellow,Pug
69802176,Charlie,Medium,Male,Young,White,Border Collie
69802178,Demi,Medium,Female,Young,White,Australian Cattle Dog
69802190,Ryder (Courtesy),Large,Male,Adult,White,Labrador Retriever
69802193,Gracie,Extra Large,Female,Adult,,Mastiff
69802198,Babe,Medium,Female,Adult,Apricot,Greyhound
69802201,BUNS,Medium,Male,Young,,Bull Terrier
69802202,ARIES,Large,Male,Young,,Bull Terrier
69802204,BLUE,Large,Male,Young,,Bull Terrier
69802205,WILLOW,Medium,Female,Young,,Belgian Sheepdog
69802206,CHEDDAR,Medium,Male,Adult,,Bull Terrier
69802208,BLUE,Large,Male,Young,,German Shepherd
69802209,NINA,Medium,Female,Adult,,Bull Terrier
69802211,COFFMAN,Medium,Male,Young,,Bull Terrier
69802225,TICONDEROGA*,Large,Female,Young,,German Shepherd
69802226,OHANA*,Medium,Female,Young,,Bull Terrier
69802229,BRISTOL*,Large,Female,Adult,,Bull Terrier
69802232,Doppio,Large,Female,Adult,White,Great Pyrenees
69802243,BAILEY,Medium,Female,Adult,,Bull Terrier
69802245,MARMALADE,Large,Female,Adult,,Bull Terrier
69802249,Alvin,Medium,Male,Young,,Labrador Retriever
69802251,Butter Biscuit,Medium,Male,Young,,Bull Terrier
69802252,Atticus,Medium,Male,Young,,Labrador Retriever
69802253,Korbin,Medium,Male,Young,,Labrador Retriever
69802257,Klaus,Medium,Male,Young,,Cavalier King Charles Spaniel
69802261,Theodore,Small,Male,Adult,,Dachshund
69802262,Buddy,Large,Male,Adult,,Bull Terrier
69802265,Benson,Medium,Male,Adult,,Great Pyrenees
69802267,Travis,Medium,Male,Young,,Ibizan Hound
69802270,Travis,Medium,Male,Young,,Ibizan Hound
69802274,Benson,Medium,Male,Adult,,Great Pyrenees
69802276,MICKEY,Large,Male,Adult,,Siberian Husky
69802285,Tyla,Medium,Female,Adult,,Bull Terrier
69802294,Cortado,Large,Female,Adult,White,Great Pyrenees
69802295,Sourdough (137723),Medium,Female,Young,Red,Bull Terrier
69802313,Cole,Small,Male,Adult,,Lhasa Apso
69802315,Rain,Medium,Male,Adult,,German Shepherd
69802316,Jetson,Small,Male,Adult,,Poodle
69802317,Cricket,Medium,Female,Adult,,Shiba Inu
69802318,Butch,Small,Male,Adult,,Yorkshire Terrier
69802319,Walter,Medium,Male,Young,,Shiba Inu
69802321,Quincy,Small,Male,Young,,Poodle
69802322,Trader,Medium,Male,Adult,,Cardigan Welsh Corgi
69802323,Puzzle,Medium,Female,Adult,,Australian Shepherd
69802324,Wicket,Small,Male,Young,,Poodle
69802325,Blackie,Small,Male,Senior,,Poodle
69802326,Suzie,Medium,Female,Adult,,Cardigan Welsh Corgi
69802327,Mr. Pibb,Small,Male,Young,,Cocker Spaniel
69802328,Lilo,Large,Female,Adult,,Golden Retriever
69802329,Dolly,Large,Female,Adult,,Golden Retriever
69802330,Stitch,Large,Female,Adult,,Golden Retriever
69802332,Clifford,Large,Male,Baby,,Golden Retriever
69802333,Stash,Small,Male,Adult,,Shih Tzu
69802334,Crocket,Small,Male,Adult,,Poodle
69802335,Nakita,Medium,Female,Young,,Shiba Inu
69802336,Diva,Small,Female,Adult,,Shih Tzu
69802337,Dandy,Small,Male,Senior,,Shih Tzu
69802338,Rusty,Small,Male,Young,,Poodle
69802339,Casey,Medium,Male,Adult,,Cardigan Welsh Corgi
69802344,Pete,Medium,Male,Young,Yellow,Labrador Retriever
69802345,Wilder,Large,Male,Adult,Apricot,Labrador Retriever
69802346,Latte,Large,Female,Baby,White,Great Pyrenees
69802348,Wren,Medium,Male,Young,,Greyhound
69802349,Charles Dec 15th/16th & 17th ,Medium,Male,Baby,,Chow Chow
69802356,Skid,Medium,Male,Young,,Australian Shepherd
69802360,Frost Queen,Medium,Female,Young,,Curly Coated Retriever
69802362,Julie,Medium,Female,Young,,Ibizan Hound
69802368,Coda,Medium,Male,Young,,German Shepherd
69802370,Yoggie,Medium,Male,Adult,,Toy Fox Terrier
69802375,Drake,Medium,Male,Young,,Labrador Retriever
69802379,Queenie,Large,Female,Adult,Brown,Bull Terrier
69802382,Love,Medium,Female,Adult,Black,Bull Terrier
69802390,Jamie Dec 15th/16th & 17th ,Medium,Female,Baby,,Golden Retriever
69802391,Linguini(137327),Large,Male,Adult,Black,Labrador Retriever
69802392,Nemo,Large,Male,Baby,,Greyhound
69802396,Merlin,Large,Male,Baby,,Greyhound
69802397,Destiny,Small,Female,Adult,Tricolor,Chihuahua
69802399,Samara,Medium,Female,Young,Black,Labrador Retriever
69802400,Luna(138712),Medium,Female,Adult,Brindle,Bull Terrier
69802401,Jazzy Dec 15th/16th & 17th ,Small,Female,Baby,,Parson Russell Terrier
69802402,Buckeye (Puppy),Extra Large,Male,Young,,Great Pyrenees
69802403,Petey,Medium,Male,Adult,,Bulldog
69802416,Rocky(136753),Large,Male,Adult,Gray,Parson Russell Terrier
69802417,Tonè Dec 15th/16th & 17th ,Medium,Male,Baby,,Golden Retriever
69802418,Little Tilly - Jagdterrier,Small,Female,Young,,Parson Russell Terrier
69802424,Hendrix(137778),Medium,Male,Baby,Brindle,Parson Russell Terrier
69802426,RooRoo,Large,Male,Baby,Harlequin,Great Dane
69802437,K'reme(136970),Large,Male,Adult,Yellow,Parson Russell Terrier
69802438,Nadia,Medium,Female,Baby,Tricolor,German Shepherd
69802439,Luna's Lab Plott Ibizan Hound Medium Mix litter,Medium,Female,Baby,Black,Labrador Retriever
69802443,Lobo,Large,Male,Young,Red,Siberian Husky
69802444,Theo(137441),Large,Male,Young,Black,Labrador Retriever
69802449,Chase,Medium,Male,Young,,Australian Shepherd
69802450,Ace,Medium,Male,Young,,Labrador Retriever
69802453,Midnight,Large,Female,Adult,,Labrador Retriever
69802454,Pumpkin,Large,Female,Adult,,Australian Cattle Dog
69802465,Parker,Medium,Male,Baby,White,Labrador Retriever
69802467,Penelope,Small,Female,Baby,White,Labrador Retriever
69802468,Oreo,Small,Male,Young,Black,Labrador Retriever
69802471,Marlin,Medium,Male,Young,,Bull Terrier
69802480,Timothy,Medium,Male,Young,,Labrador Retriever
69802485,Bashful,Large,Male,Young,Gray,Bull Terrier
69802488,Prince Romeo!! Looking for juliet...or a family!,Medium,Male,Young,,American Staffordshire Terrier
69802489,Bindy (( Saturday Pet Supplies Plus 1-3-  5348 Dixie Hwy Waterford/ MI 48329),Small,Female,Baby,Black,Australian Cattle Dog
69802490,Kinsley,Medium,Female,Baby,Tricolor,German Shepherd
69802493,Sweetie(137650),Large,Female,Adult,Gray,Parson Russell Terrier
69802498,WINNIE,Small,Female,Adult,Tricolor,Wire Fox Terrier
69802499,STELLA #8,Medium,Female,Adult,,Bulldog
69802501,Chevy,Large,Male,Adult,White,Anatolian Shepherd Dog
69802503,Kohl,Medium,Male,Baby,Black,Labrador Retriever
69802504,Fidget,Medium,Female,Young,Bicolor,Miniature Pinscher
69802507,Munchkin,Small,Female,Baby,Brown,Chihuahua
69802513,Kiara,Medium,Female,Baby,Bicolor,Australian Shepherd
69802515,Munchkin (TX),Small,Female,Baby,Brown,Chihuahua
69802517,*Duke von Dunsen,Large,Male,Young,Black,German Shepherd
69802518,Sparkie,Medium,Female,Young,White,Greyhound
69802520,Kovou,Medium,Male,Baby,Bicolor,Australian Shepherd
69802521,Denai,Medium,Female,Baby,Tricolor,Alaskan Malamute
69802525,Kano,Medium,Male,Baby,Bicolor,Australian Shepherd
69802526,Albarino,Medium,Female,Adult,Yellow,Bull Terrier
69802534,Roxy,Large,Female,Adult,Brindle,Bull Terrier
69802550,*Koda von Koserow,Large,Male,Young,Black,German Shepherd
69802565,LOUIE,Medium,Male,Young,,Labrador Retriever
69802610,Krunk,Medium,Male,Baby,Bicolor,Australian Shepherd
69802611,Dixie,Small,Female,Young,,Pomeranian
69802615,Winston,Large,Male,Adult,,Labrador Retriever
69802623,Jako,Large,Male,Young,Bicolor,Doberman Pinscher
69802625,Blanche,Small,Female,Baby,Red,Australian Cattle Dog
69802626,Dorothy,Small,Female,Baby,Red,Australian Cattle Dog
69802627,Dorothy,Small,Female,Baby,Red,Australian Cattle Dog
69802628,Rose,Small,Female,Baby,White,Australian Cattle Dog
69802629,Megan,Medium,Female,Adult,,Bulldog
69802630,puppy,Small,Female,Adult,,Chihuahua
69802633,puppy,Small,Female,Adult,,Chihuahua
69802634,puppy,Small,Female,Adult,,Chihuahua
69802635,54840050,Medium,Male,Adult,,Boxer
69802637,Sweet Pea,Large,Female,Young,Gray,Bull Terrier
69802638,Briar Stray Hold 11/29,Medium,Male,Senior,Brown,Chow Chow
69802642,Wilder,Large,Male,Adult,Apricot,Labrador Retriever
69802646,Rosy Penny,Medium,Female,Young,,Cocker Spaniel
69802647,Rowdy,Medium,Male,Adult,Black,Border Collie
69802650,Your Buddy ,Medium,Male,Young,Apricot,Australian Shepherd
69802672,Periwinkle,Large,Female,Adult,,Bull Terrier
69802676,Max,Large,Male,Adult,,Labrador Retriever
69802679,*Roscoe von Rohr,Large,Male,Young,Black,German Shepherd
69802680,Madison,Large,Female,Young,Brown,Bull Terrier
69802682,Bailey,Medium,Female,Baby,,Siberian Husky
69802683,Hopey,Large,Female,Adult,White,Ibizan Hound
69802691,Reeba,Large,Female,Baby,Black,Labrador Retriever
69802741,Harbour,Medium,Male,Baby,Brown,Bull Terrier
69802743,Benji *Courtesy Post*,Medium,Male,Adult,Yellow,Labrador Retriever
69802747,Mayhem,Large,Male,Young,Gray,Bull Terrier
69802749,Wilder,Large,Male,Adult,Apricot,Labrador Retriever
69802751,*Bruin von Bruck,Large,Male,Young,,German Shepherd
69802754,Zoey,Small,Female,Adult,Apricot,Pomeranian
69802761,Cami - Puppy - Medium Coat,Small,Female,Baby,White,Chihuahua
69802762,Penny,Large,Female,Baby,Tricolor,American English Coonhound
69802763,Desmond,Medium,Male,Baby,White,Alaskan Malamute
69802764,Raina,Medium,Female,Baby,,Plott
69802766,Oh Bear! ,Large,Male,Young,Tricolor,German Shepherd
69802772,WINNIE,Small,Female,Young,,Chihuahua
69802773,DORA,Large,Female,Young,,German Shepherd
69802777,Lincoln,Medium,Male,Adult,,Boxer
69802778,Nellie,Medium,Female,Young,,Bluetick Coonhound
69802779,Dixie,Medium,Female,Adult,,Boxer
69802780,Sweetie,Medium,Female,Adult,,Boxer
69802781,Joey,Medium,Male,Young,Tricolor,Australian Shepherd
69802786,Brady,Large,Male,Baby,Black,Parson Russell Terrier
69802795,*Erika von Ernst,Large,Female,Young,Black,German Shepherd
69802796,Mermaid ,Small,Female,Senior,Apricot,Cocker Spaniel
69802797,FRODO,Medium,Male,Adult,,Bulldog
69802798,COBALT,Large,Male,Adult,,Siberian Husky
69802807,MATTIE,Medium,Male,Young,,Siberian Husky
69802808,LAURALEE,Medium,Female,Adult,,German Shepherd
69802809,LONNIE,Large,Male,Young,,Alaskan Malamute
69802812,PINOCCHIO,Small,Male,Young,,Bull Terrier
69802813,BETH,Large,Female,Young,,Bull Terrier
69802814,SOUP,Small,Male,Baby,,Bull Terrier
69802817,PIPE-R,Large,Female,Young,,German Shepherd
69802826,LUNA,Large,Female,Young,,German Shepherd
69802828,Delia,Medium,Female,Baby,Brown,Alaskan Malamute
69802847,HOLLY,Large,Female,Young,,Labrador Retriever
69802849,THEODORE,Medium,Male,Young,,Parson Russell Terrier
69802851,CLARA,Medium,Female,Young,,Parson Russell Terrier
69802858,CARLOS*,Medium,Male,Young,,Australian Cattle Dog
69802859,RICARDO*,Medium,Male,Young,,Labrador Retriever
69802860,CONRAD,Large,Male,Adult,,German Shepherd
69802865,DOTZ,Medium,Male,Adult,,Dalmatian
69802867,DAN,Medium,Male,Adult,,Bull Terrier
69802869,SCARLETT,Small,Female,Senior,,Border Collie
69802874,Winnie,Medium,Female,Young,White,Greyhound
69802878,Bing Bong,Medium,Male,Young,,Ibizan Hound
69802881,Walker,Large,Male,Baby,,Airedale Terrier
69802882,Katrina - mellow/ so SWEET/ good with other dogs!!!,Medium,Female,Adult,White,Collie
69802887,Pollyanna ,Small,Female,Adult,Gray,Poodle
69802888,Daisy,Large,Female,Baby,Apricot,German Shepherd
69802896,Katana,Medium,Female,Baby,Bicolor,Australian Shepherd
69802899,Anubis,Large,Male,Young,Black,Australian Shepherd
69802915,DANA,Medium,Female,Young,,German Shepherd
69802924,Maggie,Small,Female,Adult,,Chihuahua
69802925,Mollie,Small,Female,Adult,,Chihuahua
69802945,Dennis,Large,Male,Adult,,Doberman Pinscher
69802946,Blane,Large,Male,Young,,Golden Retriever
69802949,Einstein,Medium,Male,Adult,,Boxer
69802957,Stitch,Medium,Male,Young,,Australian Cattle Dog
69802974,Louella,Medium,Female,Baby,,Labrador Retriever
69802981,Smiley,Medium,Female,Baby,,Siberian Husky
69802996,Indy,Medium,Male,Adult,,German Shepherd
69802998,Freya II,Medium,Female,Adult,White,Toy Fox Terrier
69802999,Sonny,Large,Male,Young,Black,Doberman Pinscher
69803005,Banks,Large,Male,Senior,,Doberman Pinscher
69803006,GEMMA,Large,Female,Adult,Black,Great Dane
69803047,Miso,Medium,Female,Young,Brown,Australian Shepherd
69803049,Peggy Sue,Small,Female,Adult,White,Shih Tzu
69803050,Elton,Large,Male,Baby,,Labrador Retriever
69803051,Badger,Medium,Female,Adult,,Bull Terrier
69803055,Naomi,Medium,Female,Adult,,Ibizan Hound
69803056,Pumba,Medium,Male,Adult,,Bull Terrier
69803057,Nash,Medium,Male,Baby,,American English Coonhound
69803067,D. Oggo,Medium,Male,Young,Yellow,Bull Terrier
69803074,Wally,Large,Male,Baby,Black,Great Dane
69803075,Koda,Large,Male,Baby,Black,Siberian Husky
69803082,Carson,Large,Female,Young,Golden,Labrador Retriever
69803084,Bandit,Large,Male,Adult,Apricot,Labrador Retriever
69803092,Faith,Small,Female,Young,Apricot,Chihuahua
69803096,Leonardo,Small,Male,Adult,,Parson Russell Terrier
69803145,Duckie ,Medium,Female,Baby,,Rottweiler
69803146,Dax,Medium,Male,Young,Brown,Labrador Retriever
69803151,Reed,Large,Male,Adult,Apricot,Bull Terrier
69803152,Duckie ,Medium,Female,Baby,,Rottweiler
69803154,Reed,Large,Male,Adult,Apricot,Bull Terrier
69803155,Reed,Large,Male,Adult,Apricot,Bull Terrier
69803156,Duckie ,Medium,Female,Baby,,Rottweiler
69803158,Amenadiel,Medium,Male,Baby,Bicolor,Plott
69803163,Stellaluna,Medium,Female,Adult,,Parson Russell Terrier
69803164,Ryder,Medium,Male,Adult,White,Australian Shepherd
69803167,Duckie,Medium,Female,Baby,,Rottweiler
69803172,Venom,Large,Male,Baby,Black,Doberman Pinscher
69803173,Duckie ,Medium,Female,Baby,,Rottweiler
69803193,Bernie,Large,Male,Baby,White,Great Pyrenees
69803195,MILO,Small,Male,Young,White,Parson Russell Terrier
69803199,Argos,Large,Male,Adult,Black,German Shepherd
69803220,KONNOR,Medium,Male,Young,,German Shepherd
69803221,Cosmic Creepers,Medium,Male,Baby,,Australian Cattle Dog
69803222,AKIRA,Medium,Female,Adult,,Bull Terrier
69803223,Patches,Large,Female,Adult,White,Labrador Retriever
69803235,KIKI,Medium,Female,Senior,,Cardigan Welsh Corgi
69803244,TUBBS,Medium,Male,Adult,,Bull Terrier
69803259,TAMARIND,Medium,Female,Young,,Siberian Husky
69803261,KAI,Large,Male,Young,,German Shepherd
69803277,Tootsie,Small,Female,Young,Tricolor,Chihuahua
69803283,OSCAR,Small,Male,Young,,Labrador Retriever
69803286,SIX OH,Large,Male,Young,,American Staffordshire Terrier
69803287,LORIE,Large,Female,Young,,American Staffordshire Terrier
69803289,JULIET,Large,Female,Senior,,American Staffordshire Terrier
69803293,BINGO,Large,Male,Young,,American Staffordshire Terrier
69803294,CAPPY,Medium,Female,Adult,,American Staffordshire Terrier
69803311,Midnight,Large,Male,Young,,Labrador Retriever
69803312,BACON PANCAKE,Large,Male,Adult,,Bull Terrier
69803314,A537130,Small,Female,Baby,,Bull Terrier
69803315,PANDA,Medium,Female,Adult,,Bull Terrier
69803318,HALLMARK MOVIE,Medium,Female,Young,,Bull Terrier
69803319,BAYLOR,Large,Male,Young,,Cane Corso
69803321,Cash,Large,Male,Adult,,Rottweiler
69803325,FOZZIE,Small,Male,Baby,,German Shepherd
69803326,MINNIE,Small,Female,Adult,,Toy Fox Terrier
69803329,MISSY,Large,Female,Adult,,Bull Terrier
69803331,MAXINE,Large,Female,Young,,Belgian Sheepdog
69803332,LILLIPUT,Medium,Female,Adult,,Staffordshire Bull Terrier
69803335,Sweet Pea *LOCAL*,Medium,Female,Baby,,Australian Shepherd
69803338,Deb,Medium,Female,Senior,Yellow,Labrador Retriever
69803346,Mike,Medium,Male,Baby,,Australian Cattle Dog
69803351,VADER,Medium,Male,Young,,Labrador Retriever
69803353,APOLLO,Large,Male,Young,,Siberian Husky
69803355,EDWARD,Medium,Male,Young,,Bull Terrier
69803369,Frodo,Medium,Male,Senior,Red,Bull Terrier
69803373,Esso,Small,Male,Baby,,Chihuahua
69803378,Buddy,Medium,Male,Adult,Black,Labrador Retriever
69803380,Brave,Medium,Male,Young,Black,Labrador Retriever
69803381,Winter,Medium,Female,Young,White,Ibizan Hound
69803382,Wendy,Medium,Female,Young,Black,Labrador Retriever
69803383,Winnie,Medium,Female,Young,Brown,Ibizan Hound
